0,1,2,label
-18518.5929003,-11835.4143942,4723.18580979,lazy_college_senior
18868.3768062,-11299.8312796,-8299.22249322,advice_god
2912.53357653,11726.694084,168.117716334,confession_bear
-2260.49802822,-12406.4132694,1216.12413624,evil_toddler
15045.0094385,-2057.71606372,-4784.03720823,college_liberal
2873.69382664,11147.480478,-8166.03824867,business_cat
-1563.46134873,-13827.1146026,1095.44680617,evil_toddler
-34259.1498325,1913.50352968,-7140.06065743,unpopular_opinion_puffin
18719.8949071,-10941.9239446,-7556.94228676,advice_god
10176.8334271,-4936.91858174,-561.79481147,religion_pigeon
17078.8742737,-8717.50980375,-1063.55298604,minor_mistake_marvin
-17094.3260964,5291.23108564,-7576.23543345,good_guy_greg
-30393.3500096,-3799.69488012,-2208.73865844,bad_joke_eel
-586.436949899,13322.8006098,-5690.09327755,good_guy_greg
-6412.49539359,20460.2879324,3226.66467547,high_expectations_asian_father
1957.35701133,11864.136788,20.5815966201,philosoraptor
8378.67367847,4108.43253866,1970.42676593,confession_bear
2197.90400984,11403.3728025,-8164.77161984,business_cat
-93.1518720122,-14165.7802896,1853.41830604,evil_toddler
-11028.5392364,-17155.8260899,4822.37854636,lazy_college_senior
2479.23788782,1964.55190503,-1832.96570918,overly_attached_girlfriend
3011.83156595,11149.7306267,-8217.61304929,business_cat
20148.1772648,-15057.1272898,2989.6595195,first_day_on_the_internet_kid
-11680.7730631,-16776.3748659,4031.31955168,lazy_college_senior
-18486.9546307,-13770.1884251,6779.78618512,sudden_clarity_clarence
2221.67990913,11572.7568793,31906.2106172,socially_awkward_penguin
14259.6871206,-4964.74578073,-134.195346452,sheltered_college_freshman
3057.79855949,12062.5556057,4809.49132268,bad_luck_brian
-15824.4490223,642.494885432,-14624.5162783,paranoid_parrot
4216.9410457,7287.01728067,28539.7295195,socially_awkward_penguin
13719.6326533,-6037.57287524,-52.2388953803,overly_attached_girlfriend
8442.82681035,-11507.9420065,5142.74691963,minor_mistake_marvin
494.444957459,-6671.40617638,-3060.1948741,evil_toddler
4479.53266809,8593.94793882,-7049.5407987,business_cat
11335.5203668,1739.70720501,-3348.55441867,sheltered_college_freshman
-2031.34275751,20805.9794462,-129.036115851,high_expectations_asian_father
3793.92906285,11731.0998633,265.22288029,confession_bear
14949.0442031,-1186.90634118,-5245.3714764,college_liberal
11302.1621209,1560.59415086,-3459.34197271,sheltered_college_freshman
11397.7048892,1544.53229714,-3204.26116519,sheltered_college_freshman
4203.3007608,6239.99209475,28865.4626707,socially_awkward_penguin
-15214.9065934,1153.66694368,-12861.2413092,paranoid_parrot
-32887.8372963,-5448.94667622,-1922.7315152,bad_joke_eel
20387.7638352,-15869.2339504,2934.49884329,first_day_on_the_internet_kid
-31210.8389087,-4485.28735436,-2958.72254457,bad_joke_eel
-1365.82921209,14082.5452223,7663.13228079,bad_luck_brian
-10583.0604902,24979.9735787,-859.435042604,high_expectations_asian_father
2383.74668533,15444.3156131,2564.32540789,bad_luck_brian
14677.4691214,-1700.7124633,-5046.82704211,college_liberal
-2500.10165905,18630.0004237,2741.62252684,high_expectations_asian_father
18472.806856,-14821.3269923,982.489956297,overly_attached_girlfriend
19263.2890741,-11493.8085958,-7407.83982508,advice_god
2778.64124301,11557.0109972,-24.1999753096,philosoraptor
2145.15168163,10730.1079069,1406.69230034,confession_bear
18118.6625143,-11245.7344263,-291.421917585,minor_mistake_marvin
899.526231123,10636.4403636,-191.207799555,philosoraptor
-7958.30183842,21342.8089622,2839.76632012,high_expectations_asian_father
-32787.26747,-2320.51489509,-4695.08231508,unpopular_opinion_puffin
-21062.6695507,-9832.86838994,2344.01006324,unpopular_opinion_puffin
11783.4359077,725.090035978,-2652.12839296,sheltered_college_freshman
-225.45682646,12736.5186276,-6239.70026853,good_guy_greg
14638.589812,-1363.23594252,-5264.38196065,college_liberal
14815.5039193,-2289.4443386,-4910.26828221,college_liberal
-24905.1073649,-3680.82738878,-3940.72413445,unpopular_opinion_puffin
14686.059251,-765.918178824,-5226.08480898,college_liberal
19418.7238501,-11746.6123166,-8381.67142135,advice_god
2318.45244615,12234.2548961,24.3666859544,confession_bear
17707.8318908,-8903.19926371,-7831.98329389,advice_god
-16908.9959184,-13123.2802626,5451.78234703,lazy_college_senior
5754.16150137,6785.18328454,29193.4127363,socially_awkward_penguin
2817.13926663,7155.57379974,3068.73297059,confession_bear
-33722.2911255,-6383.01842352,-164.068816846,bad_joke_eel
2998.04461092,14461.083797,3129.1997692,bad_luck_brian
3536.47566843,7525.04189017,-6443.2858682,business_cat
15185.2314221,-3919.23983403,-3265.36879707,college_liberal
-2432.70925132,-13639.5831228,1711.98111833,evil_toddler
1131.79474704,16310.0548897,3790.04754873,bad_luck_brian
-5629.11355662,20145.4058467,2974.80674788,high_expectations_asian_father
19047.2765019,-13626.2987797,825.251764778,minor_mistake_marvin
-4558.74385674,-11061.8154678,3432.26066852,evil_toddler
3193.101415,10030.4202513,753.593522145,philosoraptor
17810.6912128,-11982.0197054,2790.81556831,first_day_on_the_internet_kid
-21497.9426757,-18927.5818767,9437.71162397,sudden_clarity_clarence
3365.27585906,12064.8590574,-490.24913491,confession_bear
-29434.9773263,-1965.69188942,-5656.6763571,unpopular_opinion_puffin
-34628.7158902,-6600.04706028,-1663.81720433,bad_joke_eel
-31756.003653,-5883.72664295,-2539.39082817,bad_joke_eel
3592.11988267,15219.9828632,3452.143736,bad_luck_brian
19285.4975127,-11870.4883313,-7691.94070506,advice_god
-26380.8991368,-15127.896468,2826.568478,sudden_clarity_clarence
3316.68671413,13352.9519609,4270.70646402,bad_luck_brian
3625.79768705,15108.2326996,2308.85690274,bad_luck_brian
18180.3993361,-12709.9147964,3072.13577255,first_day_on_the_internet_kid
-14212.5720082,-12241.573775,3907.24235274,lazy_college_senior
-7583.9851538,-3744.10014722,-6199.89732914,philosoraptor
2554.77032075,11630.5652049,474.777915522,confession_bear
18009.3686116,-12679.7769535,2854.84752299,first_day_on_the_internet_kid
-19070.5395185,-15649.4766312,8557.85201546,sudden_clarity_clarence
-24613.7995131,-8401.85278768,-10445.7509917,business_cat
17744.9582888,-10511.2753876,-747.628599975,minor_mistake_marvin
-5212.41468451,18924.7842305,4505.03468347,high_expectations_asian_father
3626.33452414,7285.21006988,-6912.6364768,paranoid_parrot
-32853.0820178,-5335.29146484,-2688.98443901,bad_joke_eel
-31959.6376632,-7328.71332754,-893.832641547,bad_joke_eel
-6527.06603068,21371.8405472,2630.3553589,high_expectations_asian_father
14767.5629665,-1662.85376493,-5287.41526828,college_liberal
11262.9236578,1582.65379178,-3390.57080737,sheltered_college_freshman
7313.07096617,509.578828422,75.023922983,sheltered_college_freshman
-24819.6324901,-5790.00147099,-4758.60932361,unpopular_opinion_puffin
-32121.6851354,-3827.34575753,-1118.14197579,bad_joke_eel
2481.65973679,11631.7155687,-220.620535239,philosoraptor
19032.3199092,-13851.5834597,1958.95404505,first_day_on_the_internet_kid
2765.46585693,13207.3513339,-6209.7075276,good_guy_greg
2880.9169745,14343.2631709,3474.13506131,bad_luck_brian
19165.7759208,-11742.5288247,-8588.76632132,advice_god
11116.2387541,1809.12548852,-2660.57805934,sheltered_college_freshman
7423.45973206,-95.9939094354,-280.008049646,sheltered_college_freshman
18731.5133663,-12353.0427935,-600.530613947,minor_mistake_marvin
-141.849580287,15760.9889189,3970.08339027,high_expectations_asian_father
15070.8630821,-1707.08607237,-5091.24158251,college_liberal
-24311.2830586,-5730.78301416,-4279.84924036,unpopular_opinion_puffin
19276.9306757,-14813.3498249,2576.63691913,first_day_on_the_internet_kid
15109.2995102,-1946.05566105,-5066.91408014,college_liberal
1751.45171545,12594.2259707,-160.070619082,philosoraptor
3386.67069369,14718.7465647,3127.11767942,bad_luck_brian
-9087.46286029,5815.33050551,-8489.63154476,business_cat
-15619.3745656,1639.27516992,-14212.1637626,paranoid_parrot
19674.6627135,-12424.0832814,-7003.12368583,advice_god
14994.1326477,-1294.74504666,-5322.69728058,college_liberal
7968.26841032,7211.44412593,-1083.24500798,philosoraptor
-1004.78263717,-13144.0515058,1453.95745025,evil_toddler
511.551788413,11711.6291343,-344.413488433,philosoraptor
-1102.59411204,-12877.0220508,1139.81986973,evil_toddler
19416.9668458,-11686.7538424,-8716.85223689,advice_god
1650.11870674,12079.3326906,-5062.06084716,good_guy_greg
2436.84154237,11068.1659485,249.542759074,philosoraptor
19180.9426341,-11032.6991585,-8346.76111747,advice_god
14818.1648516,-1297.68080989,-4698.85534545,college_liberal
-19002.2368364,-18427.1875595,9631.47322924,sudden_clarity_clarence
-17232.2175038,3517.48489515,-7005.36581085,good_guy_greg
-18440.4145047,-18796.2514126,10132.3476544,sudden_clarity_clarence
-2258.464546,-13387.6748406,1296.77033263,evil_toddler
4565.67261526,9591.45384773,1643.41540692,confession_bear
-20384.3762661,-18332.5801721,9969.74884085,sudden_clarity_clarence
2692.03353836,10849.2784561,-8167.08145246,business_cat
50.64332691,12266.844579,7065.7883437,religion_pigeon
18367.6370521,-11211.246533,-1025.76767353,minor_mistake_marvin
17527.6180646,-12094.722148,2470.97915562,first_day_on_the_internet_kid
-950.296276813,4428.77864913,30424.2682083,socially_awkward_penguin
-30476.3276382,-3877.81305773,-5278.83221645,unpopular_opinion_puffin
4982.08223515,4177.07416296,-4843.89837923,paranoid_parrot
18428.8730787,-13052.8256421,2943.99079741,first_day_on_the_internet_kid
-522.071113112,11732.4124346,-5993.67953108,good_guy_greg
-11146.7177362,-13914.0687477,4564.22465443,lazy_college_senior
20048.5543958,-14642.8650291,2390.74617895,first_day_on_the_internet_kid
3106.77589254,10325.9578412,-8006.74383694,business_cat
3589.17890467,13601.519997,4475.43199251,bad_luck_brian
-33761.0606434,-5255.87765989,-1151.35175393,bad_joke_eel
-29085.9075619,-6606.69081343,-4285.54013997,unpopular_opinion_puffin
18963.081747,-14101.8264196,3499.35312728,first_day_on_the_internet_kid
3632.48314501,6461.14328862,28844.6419412,socially_awkward_penguin
10186.1439431,2183.13789097,-2759.87898401,sheltered_college_freshman
-1285.09046347,13224.3694984,-10174.5872519,paranoid_parrot
18267.2210041,-12534.7905447,2346.64931696,first_day_on_the_internet_kid
-29662.4402667,-3155.30131544,-3922.75415452,unpopular_opinion_puffin
-4313.7234807,-213.516655198,4513.66791757,lazy_college_senior
17458.2211564,-10249.7009354,-517.723430705,minor_mistake_marvin
-15962.0489518,1563.78360802,-14754.8618522,paranoid_parrot
3863.08756208,12078.6562319,-527.510926231,confession_bear
8466.54077924,-398.561008894,21435.0372095,socially_awkward_penguin
3694.19242838,13532.3531719,2820.46944099,bad_luck_brian
3393.69353686,12289.5085499,-347.912728736,confession_bear
-1234.56097278,-13263.1950484,1255.41722,evil_toddler
14772.4982711,-1648.6404715,-5154.65989982,college_liberal
-19783.2064992,-11608.1507248,2294.70964011,unpopular_opinion_puffin
-24892.2587048,-13648.2050741,2048.90555573,sudden_clarity_clarence
-25739.82796,-2441.66730971,-4038.15738969,unpopular_opinion_puffin
5733.05955199,9028.55218148,237.19090349,confession_bear
-16484.1374093,-20933.8836425,9284.43062288,sudden_clarity_clarence
17347.7158347,-9393.19778554,-1156.52636166,minor_mistake_marvin
18699.1845903,-10559.1848485,-8114.23650874,advice_god
-346.067991005,13164.1277039,-6088.69538653,good_guy_greg
-27345.2978628,-2061.8363017,-5507.96935757,unpopular_opinion_puffin
6434.47562669,5120.94817926,25425.859396,socially_awkward_penguin
-34781.4867521,-5000.39645368,-4832.68895402,unpopular_opinion_puffin
-15242.368415,1880.55617187,-13860.4206217,paranoid_parrot
-493.518569362,-13993.9492531,1484.08212153,evil_toddler
-20103.8426075,-10564.6098217,1825.90656832,unpopular_opinion_puffin
4882.68467076,3824.76051446,-1390.39007242,sheltered_college_freshman
2800.11809325,11243.2458897,-8468.55420531,business_cat
4642.30850897,8619.08153536,27364.6526529,socially_awkward_penguin
18478.0488535,-9134.37178497,-8488.33703204,advice_god
14216.5939444,-1462.44516091,-4787.74639221,college_liberal
-31052.8053741,-3940.60792018,-1744.89296499,bad_joke_eel
-16746.0172093,-18332.9894518,9838.01979977,sudden_clarity_clarence
6195.98691455,-8193.31341181,-1598.41450459,overly_attached_girlfriend
11922.889887,-6461.07820504,-1832.53267993,overly_attached_girlfriend
-25487.5338853,-5398.15754862,-3266.57490747,unpopular_opinion_puffin
4116.48077195,11249.7882481,-2802.13717556,confession_bear
-20446.1284425,-18655.6438875,10188.5138883,sudden_clarity_clarence
4908.85530653,8055.85040035,28200.4530577,socially_awkward_penguin
-7892.7531288,20540.5716195,2990.08300798,high_expectations_asian_father
-530.678382272,11979.2475416,-5541.40320263,good_guy_greg
18193.7781318,-11251.6489835,148.249682938,minor_mistake_marvin
-7442.28586504,18485.528841,3229.2695252,high_expectations_asian_father
-22704.6755228,-19379.2429011,10454.6301435,sudden_clarity_clarence
-44.3363071052,-14491.4344822,1684.04684669,evil_toddler
1813.29742931,16528.5802645,3328.22279539,bad_luck_brian
-30619.7854648,-3595.07196397,-2137.52133591,bad_joke_eel
979.462069735,12120.2717193,-364.719942462,philosoraptor
3249.79238765,10835.9815047,-7874.4163924,business_cat
10002.8831936,-8234.21419669,8672.635073,lazy_college_senior
3376.28326659,12120.6628451,296.915479661,confession_bear
441.746505641,13523.7506266,-5321.74742055,good_guy_greg
3346.16285315,14049.7023671,2852.50274224,bad_luck_brian
4815.31504747,4205.3109333,-1423.16157458,sheltered_college_freshman
4995.37594253,9557.80168324,-10498.97863,business_cat
-32325.4916836,-6829.15253894,-619.61358757,bad_joke_eel
2665.56591437,10146.361275,552.371886315,philosoraptor
19467.2230375,-10889.1278718,-7932.67266437,advice_god
8664.67501082,-202.313681323,-2567.99690034,evil_toddler
-21198.1738709,-17771.6877951,9739.11619777,sudden_clarity_clarence
3070.38226904,10138.9532694,-7835.13567374,business_cat
3366.22910911,10343.0123324,-6931.40501049,business_cat
14702.3026072,-1456.95267854,-4941.37865269,college_liberal
8611.15973786,-1633.9294682,-2223.53405561,evil_toddler
635.889749708,-15441.0722444,1871.33687222,evil_toddler
-27887.6533449,-5772.56975519,-3470.17690434,unpopular_opinion_puffin
-19331.1544342,-11464.8278037,1961.27791559,unpopular_opinion_puffin
8888.38468506,-555.97253411,-2511.48732908,evil_toddler
-35515.0042523,-2641.41447455,-2016.23978849,bad_joke_eel
18960.8110533,-13069.3516456,1782.06706376,first_day_on_the_internet_kid
-22361.875483,-13445.3307021,3202.15910162,sudden_clarity_clarence
-3241.95195019,1159.64331228,255.041881547,overly_attached_girlfriend
3972.26747362,9987.31617167,-1555.58547472,confession_bear
-32476.6806402,-5301.80449053,-3237.54915076,bad_joke_eel
17897.245599,-11041.4274024,-152.073739673,minor_mistake_marvin
-16218.858602,2521.80617907,-13586.0850514,paranoid_parrot
